page_group_name,post_url,comments,type,shares,love,wow,haha,sad,angry,likes,post_message,lex_found
💖နိုင်ငံတော်အတိုင်ပင်ခံပုဂ္ဂိုလ် ဒေါ်အောင်ဆန်းစုကြည်၏ မျိုးဆက်သစ်များ💖,https://www.facebook.com/groups/690887914347608/permalink/2922893621147015,607,Native Video,124,205,55,5,3,0,0,,
NLDထောက်ခံ အမေစုချစ်သူများ (သီးသန့်),https://www.facebook.com/groups/686414348155900/permalink/2157002001097120,2175,Photo,106,98,203,2,0,0,0,,
💖နိုင်ငံတော်အတိုင်ပင်ခံပုဂ္ဂိုလ် ဒေါ်အောင်ဆန်းစုကြည်၏ မျိုးဆက်သစ်များ💖,https://www.facebook.com/groups/690887914347608/permalink/2924830167620027,1393,Photo,184,149,166,3,0,0,0,မနက် အစောကြီး ကတည်းက မြန်မာ သံရုံး ( ကို ရီး ယား ) ရှေ့ အဝေး ရောက် မြန်မာ များ ဆန္ဒမဲ ပေး ရန် စောင့်စား နေ ကြ ပြီ,
ရွှေပြည်သာသားတို့ဆုံစည်းရာ,https://www.facebook.com/groups/397009007098152/permalink/2067848870014149,1428,Status,75,106,50,11,1,0,0,ဒီနေ့ ဖောင် ကြီး စင် တာ မှ ပိုး ကင်း လူ ၁၀၀၀ အိမ် ပြန် ပြီ ။ Fightng..,
💖အမေ့သားသမီးများသီးသန့်💖,https://www.facebook.com/groups/1250425025055426/permalink/3427894407308466,620,Status,104,111,56,0,0,0,0,အမေ စု ကို ချစ် တယ် ။ သမတ ကြီး ကို အားကိုး တယ် ။ NLD ပါတီ ကို ယုံကြည် တယ် ။ လာမည့် ရွေးကောက်ပွဲ မှာ NLD ကို သာ မဲပေး ကြ ပါ ။ NLD နိုင် ရ မည် ။,
Lashio News,https://www.facebook.com/groups/376940012432714/permalink/3207427082717312,962,Native Video,148,113,181,0,0,0,0,,
💖Current Affairs💖,https://www.facebook.com/groups/448318802032498/permalink/1440905146107187,894,Photo,49,378,5,8,0,5,4,,
နောင်​ချို မီဒီယာGroup,https://www.facebook.com/groups/1782051322104997/permalink/2692181171092003,1923,Photo,76,263,37,8,3,3,0,ယာဥ် ဖြတ်သန်း သွားလာ များ ပြီး Covid-19 ကင်းစင် နေ တဲ့ နောင် ချို မြို့ အတွက် မင်္ဂလာ သတင်း ပါ (4.10.2020) နေ့ နောင် ချို မြို့နယ် ဘန့်ဘွေး တိုး ဂိတ် တွင် ပိတ် မိ နေ သော ရှမ်းပြည်နယ် ဖြတ်သန်း မည့် ကုန်တင်ကား ယာဥ် မောင်း / ယာဥ် လိုက် များ စုစုပေါင်း (404) ဦး ၏ အဖြေ မှာ AllNegative ပါ ။,
💖အမေ့သားသမီးများသီးသန့်💖,https://www.facebook.com/groups/1250425025055426/permalink/3425516764212897,655,Native Video,124,164,113,0,0,0,0,,
Lashio News,https://www.facebook.com/groups/376940012432714/permalink/3209710549155632,1229,Link,21,40,4,0,2,0,0,,
NLDထောက်ခံ အမေစုချစ်သူများ (သီးသန့်),https://www.facebook.com/groups/686414348155900/permalink/2157646357699351,566,Native Video,71,141,117,0,1,0,0,,
"💖""NLD"" သတင်းမှန် သတင်းစုံ💖",https://www.facebook.com/groups/301213340823851/permalink/682326389379209,1344,Photo,115,113,171,6,7,3,2,,
အမေစုကို ချစ်ကြသူများသာ (သီးသန့်),https://www.facebook.com/groups/131667613924620/permalink/1196650957426275,1792,Photo,141,272,92,0,1,0,0,မဲရုံ နဲ့ ဆေးရုံ ဝေဖန် သူကြီး ရေ င ဗစ် မ ပြော နဲ့ ဒီ မို ပြည် သူ တွေ သမိုင်း မှာ ဒီ မို အရေး လက်နက် မဲ့ နဲ့ သေနတ် ပြောင်းဝ ရှေ့ ရဲဝံ့ စွာ ထွက် ခဲ့ ပြီး ပြီ နော် သမိုင်း ဆို တာ မ မေ့ ကောင်း ဘူး နော် ငါ့ အသက် ပေး ရ ရင်တောင် မှ မဲရုံ ပဲ ရွေး မည် ကွာ ။ Crd:KoThu,
Lashio News,https://www.facebook.com/groups/376940012432714/permalink/3209761032483917,3047,Status,221,369,284,3,4,1,0,လားရှိုး ( ၇၄ ) ယောက် နှင့် ရှမ်း / မြောက် တစ်ခွင်လုံး အဖြေ ပိုး မ တွေ့ ပါ AllNegative...,
ထားဝယ်​မြို့သတင်းစုံ,https://www.facebook.com/groups/788862071252748/permalink/1814999755305636,1133,Photo,59,44,98,0,0,1,0,,
💖အမေ့သားသမီးများသီးသန့်💖,https://www.facebook.com/groups/1250425025055426/permalink/3429374467160460,788,Photo,118,190,65,6,0,3,0,,
